"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"OECD members","OED","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.3497165921825","79.9568549955172","80.0068583101338","80.1467807603153","79.8747327494638","79.624736899171","78.8204912832045","78.472019561207","78.253071983752","78.2133920884868","77.8055421799463","77.7813092395007","77.6669803612863","77.4152078958004","77.1529117971313","77.0749236963089","76.9886834547928","76.815146150808","76.6034666905895","76.726452252001","74.8091426395312","74.9476886737554","75.4965472336051",
"Oman","OMN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.44","67.85","","","77.17","",
"Other small states","OSS","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.87","63.43","62.74","64.7","62.61","61.41","61.38","64.66","64.35","61.62","69.01","57.22","","61.2","64.67","","67.47","",
"Panama","PAN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.67","","","","","","77.31","","","83.74","82.81","77.98","84.47","83.94","83.58","83.56","83.18","82.41","84.26","82.13","82.28","83.47","84.93","80.54","79.38","79.16",
"Peru","PER","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.38","82.37","84.22","81.12","83.89","87.74","86.52","86.79","86.9","87.14","87.82","87.04","86.93","85.86","86.63","86.01","87.19","85.82","78.34","82.55","84.23",
"Philippines","PHL","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.43","","","","","","64.82","65.05","65.13","64.04","","63.49","63.16","63.3","60.41","","","","","",
"Palau","PLW","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.67","","","","","","","","","","","","","","82.13","","","","","","79.04","","",
"Papua New Guinea","PNG","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.31","","","","","","","","","","","","",
"Poland","POL","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.82","83.52","83.36","83.22","82.29","81.86","81.96","80.72","82.05","79.75","79.75","80.09","80.97","80.43","80.07","80.03","80.21","80.38","80.55","80.55","80.31","80.55","80.45","80.01","81.13","81.08",
"Pre-demographic dividend","PRE","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.99","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.84","88.24","88.72","88.31","86.66","84.97","87.71","89.96","89.63","88.69","88.93","89.08","88.29","88.1","84.7","85.49","85.86","84.56","83.7","82.72","81.99","81.09","81.89","82.35","82.95","82.3","83.43","83.76","81.85","83","83.37",
"Paraguay","PRY","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8","90.21","","91.74","84.61","87.3","87.87","89.06","87.67","87.53","89.79","85.95","85.85","88.01","87.72","88.7","85.09","86.94","85.96","86.78","","","","","",
"West Bank and Gaza","PSE","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.73","79.49","77.98","80.3","79.27","79.9","77.14","78.38","77.09","77.66","77.39","76.48","75.18","75.1","72.81","77.15","76.97","77.24","74.08","74.07","68.9","71.78","72.57",
"Pacific island small states","PSS","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.8232542792062","81.5614263698837","","81.1140124237789","79.9793962894317","79.7165055525398","79.6453161396257","79.6073398594477","79.6331200270396","79.0905913985499","78.1347228666357","78.0555911231344","77.7772078076326","77.7954340575849","77.3509767666881","77.1138969543845","76.9620372977007","76.6421073538366","76.2609337773896","76.2510726075907","76.2044331835732","76.0908571167098","76.0119541456559","75.9742500491068","74.3205841518851","73.9226287848234","74.5133069870523",
"French Polynesia","PYF","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.44","100","83.31","","84.43","","85.14","88.02","88.88","",
"Romania","ROU","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.62","82.8","81.81","81.21","80.11","79.52","78.41","82.8","82.32","82.31","81.6","81.23","81.3","80.74","80.58","80.37","80.53","80.34","81.95","81.67","82.74","82.62","82.56","82.15","81.84","82.94",
"Russian Federation","RUS","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.86","69.34","69.28","69.54","70.65","70.77","71.33","66.64","66.94","67.07","66.73","67.02","56.58",
"Rwanda","RWA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.17","","","70.99","72.32","70.73","77.84","74.17","75.91",
"South Asia","SAS","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.46","","","","","","69.21","","","","","67.1011143537002","","","","","65.3632080769305","","64.1263200922012","","","","","","61.0833242761172","62.2210957957963","61.3936098643291","62.6422393589608","",
"Saudi Arabia","SAU","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.01","76.46","76.68","77.41","77.03","77.35",
"Sudan","SDN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.67","","","","","","","","","","","",
"Senegal","SEN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.32","","","","67.79","62.97","56.22","75.5","51.46","","","",
"Singapore","SGP","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.95","88.65","","","","88.9","","","","","","","86.47","85.55",
"Solomon Islands","SLB","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.66","","","","","","","","","",
"Sierra Leone","SLE","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.09","","","","","","","","","","","69.98","","","","73.47","","","","",
"El Salvador","SLV","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.49","86.66","86.05","88.69","87.39","84.2","84.35","82.34","85.49","82.69","80.3","84.88","83.6",
"San Marino","SMR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.86","","","","","","",
"Somalia","SOM","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.26","","","",
"Serbia","SRB","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.58","65.31","64.55","63.32","62.13","63.38","69.01","69.61","70.29","71.94","72.49","71.75","70.36","73.73","75.14",
"Sub-Saharan Africa (excluding high income)","SSA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.63","","81.64","","","","","","",
"Slovak Republic","SVK","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.83","83.72","82.57","83.29","83.2","83.67","80.91","81.21","","","","","","75.94","75.05","74.7","74.21","74.12","74.35","74.07","73.71","74.75","74.58","78.5","79.51",
"Slovenia","SVN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.3","80.35","78.01","79.17","77.97","78.21","79.25","79.63","79.91","79.45","80.37","81.38","80.42","80.18","80.1","80.25","78.59","77.28","76.95","76.9","77.97","79.7","79.82","80.24","79.98","79.31","79.31",
"Sweden","SWE","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.56","88.6","82.3","80.93","81.92","80.72","82.19","82.66","83.72","83.33","84.08","83.31","83.83","84.11","83.8","83.21","82.68","82.97","83.25","83.28","83.39","83.54","83.58","83.57","83.95","83.53","77.92","78.56",
"Eswatini","SWZ","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.56","","","","","","",
"Sint Maarten (Dutch part)","SXM","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.11","88.69","87.7","87.33","86.65","84.86","84.25","","",
"Syrian Arab Republic","SYR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.77","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.1062667267769","73.5110820729273","73.3437497431687","73.7538556556079","74.3677822546008","74.709219130426","74.9164169742139","73.22294556878","73.3144915667572","72.7697053160638","71.6093393396709","72.1111252158485","",
"Togo","TGO","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.59","","","","","64.48","","","","65.86","","78.29","","","","","",
"Thailand","THA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.78","","","","","","","83.44","","","87.76","87.66","87.75","85.69","85.69","85.17","84.23","83.91","83.81","82.8","81.57","81.12","81.16",
"Tajikistan","TJK","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.1","","","","76","","72.78","","","","","","","65.77","","","","","","",
"Turkmenistan","TKM","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.5448563821771","83.4209928365399","82.751562685962","83.2096190081927","83.7315666339902","82.77415105037","82.5050865534397","82.6079993746992","","81.8402969218423","81.4333066955805","81.8381037618317","81.8279796373275","81.8086077565913","81.063323332301","80.8516716156555","80.9233787152368","80.9409956191642","77.6985139132158","79.3308755687721","80.6114206885249",
"Timor-Leste","TLS","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.19","","","","","","74.98","","","58.85","","","68.73","","","70.83","","","","","64.83","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.35","","","73.43","",
"South Asia (IDA & IBRD)","TSA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.46","","","","","","69.21","","","","","67.1011143537002","","","","","65.3632080769305","","64.1263200922012","","","","","","61.0833242761172","62.2210957957963","61.3936098643291","62.6422393589608","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.95","70.51","71.73","72.5","73.07","71.43","71.39","","","","71.08","66.69","",
"Tunisia","TUN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.49","64.6","64.75","65.47","67.28","67.43","69.8","63.57","63.49","55.18","67.23","66.09","66.58","","70.3","","","",
"Turkiye","TUR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.89","77.88","75.97","76.25","76.53","76.85","77.76","78.39","78.11","79.19","79.07","79.6","79.55","80.03","79.32","79.19","74.91","76.5","77.29",
"Tuvalu","TUV","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.33","86.85","","","","","",
"Tanzania","TZA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","96.36","","95.19","","89.71","79.44","84.23","65.75","94.33","","","","","","29.63","","",
"Uganda","UGA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.28","93.94","","","","90.86","","","","86.69","",
"Ukraine","UKR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.13","73.54","72.51","72.15","72.93","67.69","66.55","66.51","",
"Upper middle income","UMC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.25","75.06","75.04","79.88","78.8","78.8","78.46","79.39","80.85","82.48","82.48","81.72","81.67","83.99","83","82.77","83.93","82.8","83.16","83.26","83.05","82.39","","","80.23",
"United States","USA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.13","80.86","80.53","80.49","80.25","79.75","79.31","78.87","78.49","78.09","77.87","77.9","77.78","77.73","77.73","77.33","76.51","76.01","75.59","74.97","74.35","73.84","73.56","73.25","73.17","73.13","71.64","71.38","71.78",
"Uzbekistan","UZB","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.69","","",
"St. Vincent and the Grenadines","VCT","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.83","73.17","71.82","70.74","70.59","70.88","70.28","70.12","","","","69.08","74.14","","","","","",
"British Virgin Islands","VGB","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.67","86.75","87.12","87.27","87.78","87.74","87.53","87.64","87.65","87.72","88.12","85.28","86.59",
"Vanuatu","VUT","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.63","","","","80.56","","","","","","","","","79.84","79.06","","",
"World","WLD","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.11","","","","","78.18","","","","","",
"Kosovo","XKX","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.05","","","","","","","","","","","","69.58","73.02","70.22","63.19","65.13","71.55","79.96","77.02","71.36","70.66","",
"Yemen, Rep.","YEM","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.69","","","","85.36","","","","","","","","",
"South Africa","ZAF","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.08","85.09","85.95","85.9","83.98","82.43","83.49","84.31","86.91","86.22","84.78","84.63","","85","84.47","84.01","83.43","84.4","83.45","82.73","79.29","80.75","81.36",
"Zambia","ZMB","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.9","78.91","77.13","78.31","79.93","",
"Zimbabwe","ZWE","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.45","","","94.03","","","","","69.73","","68.13","",
